"","state_code","county_code","pct_white_apps","pct_black_apps","pct_hisp_apps","pct_asian_apps","white_denial_rate","black_denial_rate","hisp_denial_rate","asian_denial_rate","denial_rate","loan_failed","total_loans"
"309","CO","08067",90.89,0.3,5.71,0.89,8.35,0,18.1,5.56,9.16,186,2030
"310","CO","08069",87.85,0.84,7.88,2.75,5.51,7.69,16.56,4.72,6.43,893,13879
"311","CO","08071",70.42,1.88,24.41,1.41,15.33,50,19.23,0,16.43,35,213
"312","CO","08073",87.5,1.14,11.36,0,NA,NA,NA,NA,NA,8,88
"313","CO","08075",86.24,1.38,11.24,0.23,8.78,16.67,14.29,100,9.86,43,436
"314","CO","08077",88.49,0.48,9.15,1.12,5.43,3.23,9.2,2.78,5.77,370,6414
"315","CO","08079",90.91,0,9.09,0,NA,NA,NA,NA,NA,4,11
"316","CO","08081",89.95,0.52,7.73,0.52,7.74,0,6.67,0,8.25,32,388
"317","CO","08083",85.81,0.51,8.61,0.84,10.04,33.33,13.73,0,10.81,64,592
"318","CO","08085",87.34,0.39,10.61,0.86,4.77,20,17.04,0,6.13,78,1272
"319","CO","08087",71.03,1.77,25.23,0.93,8.77,5.88,8.23,11.11,8.62,83,963
"320","CO","08089",78.1,0.48,19.52,0.48,12.2,100,9.76,0,13.33,28,210
"321","CO","08091",93.63,0,4.46,0.64,3.4,NA,0,0,3.18,5,157
"322","CO","08093",90.42,0.74,6.79,0.93,7.61,0,15.07,10,8.47,91,1075
"323","CO","08095",93.85,0,3.08,1.54,NA,NA,NA,NA,NA,6,65
"324","CO","08097",89.11,1.77,7.59,0.76,9.94,14.29,23.33,0,11.14,44,395
"325","CO","08099",79.12,0,17.58,1.1,NA,NA,NA,NA,NA,13,91
"326","CO","08101",68.27,2.24,27.48,1.12,6.14,12.73,7.99,10.91,6.83,336,4916
"327","CO","08103",89.74,0.51,8.21,1.03,8,0,6.25,0,7.69,15,195
"328","CO","08105",80.87,0,18.26,0.87,15.05,NA,28.57,0,17.39,20,115
"329","CO","08107",93.26,0.81,4.07,0.93,8.23,28.57,11.43,12.5,8.72,75,860
"330","CO","08109",84.62,0,12.82,1.28,NA,NA,NA,NA,NA,9,78
"331","CO","08111",100,0,0,0,NA,NA,NA,NA,NA,5,25
"332","CO","08113",95.57,0,4.43,0,8.76,NA,0,NA,8.37,17,203
"333","CO","08115",80,0,6.67,0,NA,NA,NA,NA,NA,5,15
"334","CO","08117",91.45,0.59,6.62,0.84,6.78,0,26.58,10,8.13,97,1193
"335","CO","08119",92.46,0.93,5.13,0.39,7.56,8.33,9.09,20,7.77,100,1287
"336","CO","08121",85.23,1.14,12.5,1.14,NA,NA,NA,NA,NA,13,88
"337","CO","08123",74.9,0.96,21.04,2.29,6.6,12.9,15.09,8.82,8.51,1640,19276
"338","CO","08125",70,0,29.09,0,7.79,NA,12.5,NA,9.09,10,110
"339","CO","48041",100,0,0,0,NA,NA,NA,NA,NA,0,1
"340","CO",NA,65.1,5.54,23.27,3.88,40.43,42.5,63.69,39.29,46.12,333,722
"341","CT","09001",61.66,11.09,20.59,6.32,5.89,13.58,11.58,7.38,8.03,1754,21850
"342","CT","09003",69.17,10.44,12.29,7.7,5.09,12.45,9.05,7.41,6.52,1531,23467
"343","CT","09005",84.43,3.37,10.1,1.66,8.17,12.42,13.07,6.33,8.78,419,4771
"344","CT","09007",87.42,3.9,5.9,2.37,5.98,13.09,10.03,7.76,6.56,321,4895
"345","CT","09009",67.65,11.93,16.05,3.97,5.95,14.55,10.5,7.05,7.79,1531,19642
"346","CT","09011",85.86,3.36,7.19,2.75,5.9,8.26,10.04,7.07,6.34,457,7209
"347","CT","09013",86.7,2.67,6.08,4.04,5.66,13.08,9.43,7.41,6.13,246,4014
"348","CT","09015",89.96,1.6,7.03,0.83,7.31,12,11.87,0,7.6,237,3117
"349","CT",NA,63.86,12.38,18.81,2.97,39.53,44,71.05,33.33,46.04,93,202
"350","DC","11001",60.34,21.66,8.5,8.99,3.35,11.65,7.32,5.45,5.69,895,15737
"351","DC",NA,72.73,18.18,0,9.09,NA,NA,NA,NA,NA,9,11
"352","DE","10001",61.97,28.88,6.06,2.27,7.57,13.82,11.88,13.18,9.81,558,5690
"353","DE","10003",60.79,23.05,7.53,8.18,5.08,12.39,10.57,6.92,7.35,1156,15719
"354","DE","10005",87.39,6.95,4.05,1.1,8.34,18.85,19.76,12.09,9.63,794,8246
"355","DE",NA,52,33.33,11.56,2.22,70.94,86.67,92.31,40,78.22,176,225
"356","FL","1003",100,0,0,0,NA,NA,NA,NA,NA,1,1
"357","FL","1117",0,100,0,0,NA,NA,NA,NA,NA,0,1
"358","FL","12001",72.93,9.17,11.65,5.8,7.12,24.54,11.53,7.56,9.29,657,7070
"359","FL","12003",84.47,9.83,4.25,0.67,16.4,12.5,7.89,16.67,15.87,142,895
"360","FL","12005",83.25,6.84,6.44,2.27,13.48,26.44,16.7,12.14,14.56,1111,7629
"361","FL","12007",88.52,6.3,4.07,0.56,15.27,52.94,13.64,66.67,17.96,97,540
"362","FL","12009",80.51,5.93,10.38,2.41,7.77,14.49,11.72,9.21,8.64,1990,23028
"363","FL","12011",36.38,21.21,38.09,3.88,10.53,16.78,12.83,12.68,12.84,7404,57675
"364","FL","12013",88.36,6.03,4.31,0,28.29,57.14,20,NA,29.74,69,232
"365","FL","12015",88.92,2.87,6.99,0.93,9.49,18.23,11.94,10.61,9.92,701,7065
"366","FL","12017",90.81,2.08,5.21,1.18,12.44,20.59,16.08,15.52,12.91,632,4896
"367","FL","12019",72.02,13.89,10.45,2.56,10.61,15.31,13.7,6.11,11.5,1028,8937
"368","FL","12021",66.81,4.46,26.76,1.55,10.31,14.77,12.21,14.42,11.09,1483,13377
"369","FL","12023",81.02,10.59,6.64,1.01,20.64,46.28,33.9,22.22,24.27,431,1776
"370","FL","12027",77.58,4.44,15.76,1.01,14.06,18.18,20.51,40,16.16,80,495
"371","FL","12029",88.94,4.02,4.52,0.5,28.81,75,33.33,0,30.65,61,199
"372","FL","12031",64.18,18.54,11.12,5.32,8.26,16.32,13.16,11.82,10.53,3269,31040
"373","FL","12033",78.73,10.98,6.33,2.72,9.91,23.02,11.57,10.92,11.58,1012,8740
"374","FL","12035",81.36,7.84,9.02,1.3,9.14,13.04,12.89,10.77,9.84,491,4989
"375","FL","12037",94.14,1.67,3.35,0.84,25.33,25,37.5,0,25.52,61,239
"376","FL","12039",42.72,52.47,4.27,0,18.12,47.33,31.25,NA,33.91,254,749
"377","FL","12041",90.6,1.4,6.4,0.2,17.66,28.57,31.25,0,18.8,94,500
"378","FL","12043",63.41,6.83,25.37,0.49,23.08,42.86,28.85,0,25.37,52,205
"379","FL","12045",94.35,3.35,1.46,0.21,19.07,18.75,14.29,0,19.25,92,478
"380","FL","12047",75.12,16.59,5.53,1.84,34.36,72.22,58.33,100,43.32,94,217
"381","FL","12049",68.57,2.45,26.94,1.63,10.12,33.33,19.7,0,13.06,32,245
"382","FL","12051",41.58,9.53,47.77,0.5,15.48,42.86,28.24,0,24.01,194,808
"383","FL","12053",77.23,5.12,15.87,1.21,11.33,17.51,16.1,19.1,12.55,924,7362
"384","FL","12055",71.54,5.53,20.97,1.19,11.41,22.43,14.04,8.7,12.55,243,1936
"385","FL","12057",58.14,12.77,23.47,5.04,7.92,13.9,12.6,9.04,9.85,5343,54217
"386","FL","12059",93.1,1.53,3.83,0.77,25.93,25,40,50,26.82,70,261
"387","FL","12061",85.32,3.84,8.91,1.43,7.8,13.07,11.04,9.46,8.33,432,5184
"388","FL","12063",79.67,15.58,4.01,0.15,21.04,52.38,29.63,0,26.26,177,674
"389","FL","12065",77.75,18.5,1.73,0.87,13.38,62.5,16.67,0,22.54,78,346
"390","FL","12067",82.19,4.11,13.7,0,NA,NA,NA,NA,NA,21,73
"391","FL","12069",69.63,9.64,17.98,2.1,8.45,15.29,13.47,11.08,10.13,1698,16754
"392","FL","12071",72.51,5.13,20.58,1.34,9.3,18.15,13.46,12.79,10.68,3111,29119
"393","FL","12073",71.9,16.36,6.51,4.59,6.77,22.44,10.67,9.87,9.79,648,6619
"394","FL","12075",79.26,10.37,8.87,0.5,20.75,60.58,35.96,20,26.32,264,1003
"395","FL","12077",83.33,10,6.67,0,NA,NA,NA,NA,NA,30,90
"396","FL","12079",55.48,38.01,6.51,0,27.16,71.17,63.16,NA,46.23,135,292
"397","FL","12081",82.11,4.16,11.18,2.19,8.21,11.45,12.01,11.67,8.86,1526,17214
"398","FL","12083",77.73,7.58,12.64,1.55,10.24,20.55,14.83,15.12,11.72,1301,11103
"399","FL","12085",88.34,1.59,8.66,1.22,8.2,19.28,10.6,18.75,8.72,456,5231
"400","FL","12086",14.17,6.4,77.75,1.52,14.86,21.29,13.78,15.69,14.45,8127,56246
"401","FL","12087",74.09,1.98,22.48,1.1,13.36,11.11,16.63,16,14.08,320,2273
"402","FL","12089",87.29,6.26,4.71,1,10.36,19.21,14.1,6.25,11.05,533,4822
"403","FL","12091",78.73,7.56,9.46,3.03,7.66,11.39,9.75,9.27,8.24,823,9982
"404","FL","12093",76.96,2.7,15.93,0.57,14.42,15.79,23.21,0,16.36,115,703
"405","FL","12095",51,11.69,30.54,6.25,8.08,14.44,14.5,10.75,10.98,4753,43294
"406","FL","12097",31.09,9.39,56.14,2.97,9.84,15.38,17.01,12.77,14.52,2525,17385
"407","FL","12099",60.07,13.14,23.26,3.12,8.93,16.44,12.45,11.52,10.86,4983,45874
"408","FL","12101",70.31,6.86,18.12,4.09,8.49,14.01,12.14,10.79,9.66,2384,24681
"409","FL","12103",84.8,3.6,8.12,2.98,8.17,14.97,11.94,11.49,8.83,2604,29483
"410","FL","12105",55.57,11.09,31.09,1.77,10.37,17.53,17.12,10.29,13.27,3568,26895
"411","FL","12107",85.37,7.5,5.18,0.98,19.86,43,28.99,23.08,22.43,299,1333
"412","FL","12109",82.96,3.95,8.32,4.15,7.9,13.36,11.74,7.75,8.46,1523,18007
"413","FL","12111",59.06,19.31,19.72,1.33,8.18,16.55,11.67,11.64,10.55,1499,14202
"414","FL","12113",85.47,5.61,5.84,2.13,8.47,10.93,9.12,6.6,8.68,863,9944
"415","FL","12115",86.75,2.21,8.71,1.89,7.99,11.85,9.3,11.15,8.25,1293,15677
"416","FL","12117",65.13,6.84,20.16,7.39,6.77,12.89,10.27,7.8,8.03,1339,16666
"417","FL","12119",94.6,1.53,2.92,0.65,4.54,18.95,10.5,10,5,310,6198
"418","FL","12121",79.65,7.75,10.87,0.92,29.61,56.72,51.06,62.5,34.34,297,865
"419","FL","12123",82.97,11.54,3.02,1.1,29.14,66.67,45.45,0,34.34,125,364
"420","FL","12125",91.03,6.9,1.72,0,25.76,50,20,NA,27.59,80,290
"421","FL","12127",76.55,6.02,15.32,1.57,9.18,15.85,11.11,10.14,9.9,1868,18860
"422","FL","12129",81.99,10.26,6.11,0.78,10.98,16.03,16.67,0,11.9,152,1277
"423","FL","12131",89.71,2.29,5.47,1.65,13.71,17.98,21.23,23.44,14.41,559,3879
"424","FL","12133",91.68,4.7,1.08,0.36,24.26,46.15,0,50,26.22,145,553
"425","FL","13255",100,0,0,0,NA,NA,NA,NA,NA,0,1
"426","FL","17087",100,0,0,0,NA,NA,NA,NA,NA,1,1
"427","FL","36091",100,0,0,0,NA,NA,NA,NA,NA,0,1
"428","FL","42027",0,0,0,100,NA,NA,NA,NA,NA,0,1
"429","FL","42029",0,100,0,0,NA,NA,NA,NA,NA,0,1
"430","FL","45015",100,0,0,0,NA,NA,NA,NA,NA,1,1
"431","FL","47059",100,0,0,0,NA,NA,NA,NA,NA,1,1
"432","FL","48029",100,0,0,0,NA,NA,NA,NA,NA,0,1
"433","FL","48113",100,0,0,0,NA,NA,NA,NA,NA,0,1
"434","FL","48157",0,100,0,0,NA,NA,NA,NA,NA,1,1
"435","FL","49053",0,100,0,0,NA,NA,NA,NA,NA,1,1
"436","FL","5103",100,0,0,0,NA,NA,NA,NA,NA,1,1
"437","FL","6037",100,0,0,0,NA,NA,NA,NA,NA,1,1
"438","FL","6065",100,0,0,0,NA,NA,NA,NA,NA,0,1
"439","FL","72127",0,0,100,0,NA,NA,NA,NA,NA,0,1
"440","FL","8031",100,0,0,0,NA,NA,NA,NA,NA,0,1
"441","FL",NA,62.48,13.59,20.64,2.42,60.1,74.32,51.22,31.94,59.6,1776,2980
"442","GA","13001",81.27,14.72,3.01,0.67,33.33,56.82,33.33,50,37.12,111,299
"443","GA","13003",70.77,13.85,15.38,0,NA,NA,NA,NA,NA,35,65
"444","GA","13005",93.2,4.85,1.94,0,27.08,40,50,NA,28.16,29,103
"445","GA","13007",28.57,66.67,0,0,NA,NA,NA,NA,NA,12,21
"446","GA","13009",73.85,20.63,2.95,2.39,6.98,25,18.75,15.38,11.23,61,543
"447","GA","13011",91.72,1.91,5.73,0.21,14.12,44.44,11.11,0,14.65,69,471
"448","GA","13013",70.54,14.14,12.07,2.62,6.26,14.26,11.44,7.37,8.03,291,3622
"449","GA","13015",84.33,7.2,6.5,1.39,7.4,16.47,12.89,10.42,8.44,292,3459
"450","GA","13017",80.85,14.89,2.13,2.13,22.81,42.86,0,0,24.82,35,141
"451","GA","13019",84.11,8.94,4.64,0.99,31.89,48.15,57.14,66.67,35.1,106,302
"452","GA","13021",63.75,29.41,3.85,2.69,5,11.97,15.05,7.69,7.5,181,2414
"453","GA","13023",85.8,11.11,2.47,0,7.91,61.11,0,NA,14.2,23,162
"454","GA","13025",96.54,1.26,1.26,0.31,39.41,100,25,0,39.94,127,318
"455","GA","13027",78.68,16.24,3.55,0,13.55,40.62,57.14,NA,19.8,39,197
"456","GA","13029",75.82,11.84,8.1,2.78,5.27,12.05,8.37,2.56,6.38,179,2804
"457","GA","13031",78.82,14.51,4.13,1.77,10.85,34.55,18.57,16.67,14.75,250,1695
"458","GA","13033",69.81,26.15,2.43,1.35,20.08,53.61,22.22,20,28.84,107,371
"459","GA","13035",83.41,12.59,2.81,0.3,5.68,14.12,15.79,50,7.26,49,675
"460","GA","13037",30.3,66.67,3.03,0,NA,NA,NA,NA,NA,16,33
"461","GA","13039",81.23,9.71,5.83,2.23,8.7,21.28,7.8,7.41,9.96,241,2419
"462","GA","13043",83.69,12.77,2.84,0,27.97,61.11,50,NA,32.62,46,141
"463","GA","13045",80.38,13.53,4.55,1.09,9.29,17.01,18.52,15.38,10.86,387,3562
"464","GA","13047",91.4,3.33,3.04,1.71,7.95,10,21.88,13.89,8.6,181,2105
"465","GA","13049",85.34,12.04,2.09,0,30.06,56.52,50,NA,33.51,64,191
"466","GA","13051",71.68,18.44,5.96,3.14,6.54,12.53,10.47,9.56,7.97,690,8657
"467","GA","13053",75,22.73,0,0,NA,NA,NA,NA,NA,12,44
"468","GA","13055",90.35,6.11,2.89,0,18.51,31.58,0,NA,18.97,59,311
"469","GA","13057",82.64,6.38,7.68,2.76,5.45,11.07,8.51,6.59,6.1,803,13171
"470","GA","13059",76.78,12.65,7.28,3.06,6.04,24.91,10.83,16.67,9.08,196,2158
"471","GA","13061",55.56,44.44,0,0,NA,NA,NA,NA,NA,14,36
"472","GA","13063",6.12,83.53,7.12,2.46,12.68,16.49,16.2,17.12,16.3,735,4510
"473","GA","13065",71.64,25.37,2.99,0,NA,NA,NA,NA,NA,26,67
"474","GA","13067",58.35,24.97,9.56,6.66,5.73,12.29,7.78,7.31,7.73,2109,27296
"475","GA","13069",74.52,18.84,5.78,0.86,21.55,54.55,40.74,50,29.12,136,467
"476","GA","13071",79.19,11.52,7.27,1.41,20.66,40.35,33.33,14.29,23.64,117,495
"477","GA","13073",67.91,19.59,7.09,4.64,3.79,6.38,5.27,5.79,4.51,386,8559
"478","GA","13075",77.59,18.1,3.88,0,27.22,50,11.11,NA,30.6,71,232
"479","GA","13077",79.48,11.13,6.14,2.8,4.87,11.54,6.49,8.42,5.82,394,6775
"480","GA","13079",84.71,12.74,1.91,0,21.8,30,66.67,NA,23.57,37,157
"481","GA","13081",72.17,23.3,4.21,0.32,19.73,58.33,30.77,0,29.13,90,309
"482","GA","13083",97.25,0.34,1.03,0,19.79,0,33.33,NA,20.62,60,291
"483","GA","13085",89.8,1.53,6.94,1.11,8.27,18.18,23,12.5,9.44,136,1441
"484","GA","13087",68.33,27.86,2.64,0.88,20.6,47.37,44.44,0,28.45,97,341
"485","GA","13089",52.87,32.74,6.14,7.82,4.49,14.87,8.9,6.47,8.34,1664,19946
"486","GA","13091",76.25,20.62,3.12,0,24.59,54.55,0,NA,30,48,160
"487","GA","13093",56.67,38.89,4.44,0,NA,NA,NA,NA,NA,39,90
"488","GA","13095",46.06,49.65,3.01,0.93,10.3,22.38,15.38,0,16.32,141,864
"489","GA","13097",28.67,60.21,8.93,1.7,7.9,13.86,10.55,9.21,11.84,528,4458
"490","GA","13099",53.04,45.22,0,0,26.23,59.62,NA,NA,42.61,49,115
"491","GA","13101",86.67,6.67,6.67,0,NA,NA,NA,NA,NA,15,30
"492","GA","13103",78.98,13.85,5.45,0.92,9.12,16.44,14.12,10,10.4,338,3250
"493","GA","13105",82.97,10.99,4.4,1.1,11.26,50,37.5,0,17.03,31,182
"494","GA","13107",76.52,21.46,2.02,0,27.51,58.49,60,NA,34.82,86,247
"495","GA","13109",77.78,18.52,1.85,0.93,15.48,65,0,0,24.07,26,108
"496","GA","13111",95.96,0.48,2.26,0.48,12.96,33.33,21.43,33.33,13.57,84,619
"497","GA","13113",58.3,28.46,7.2,5.34,6.32,13.45,11.08,5.97,8.69,436,5017
"498","GA","13115",87.69,5.79,4.83,1.22,9.44,14.68,14.29,8.7,9.93,187,1884
"499","GA","13117",62.5,4.74,7.78,24.57,5.49,13.07,7.57,6.07,6.17,827,13409
"500","GA","13119",93.28,2.49,2.99,0.5,15.47,30,25,50,16.42,66,402
"501","GA","13121",50.84,33.19,6.43,9.08,5.78,14.17,10.39,8.47,9.14,3185,34853
"502","GA","13123",94.26,0.87,3.58,0.65,10.34,25,12.12,0,10.51,97,923
"503","GA","13125",90.32,6.45,0,3.23,NA,NA,NA,NA,NA,10,31
"504","GA","13127",83.62,9.85,4.75,1.4,7.46,16.81,7.14,6.06,8.36,197,2356
"505","GA","13129",88.37,2.93,6.68,1.35,12.48,12.82,12.36,16.67,12.45,166,1333
"506","GA","13131",71.48,23.37,3.44,0,16.83,51.47,30,NA,25.43,74,291
"507","GA","13133",85.95,9.49,2.01,1.64,5.94,34.62,36.36,0,9.12,50,548
"508","GA","13135",36.32,29.92,16.08,17.22,6.36,12.92,10.02,7.37,9.12,2809,30789
"509","GA","13137",89.54,1.49,7.56,0.93,7.82,25,13.58,10,8.5,91,1071
"510","GA","13139",76.88,5.38,14.76,2.57,6.15,14.59,10.05,10.17,7.32,503,6876
"511","GA","13141",71.43,25.71,2.86,0,NA,NA,NA,NA,NA,20,70
"512","GA","13143",95.53,2.42,1.09,0.6,13.16,30,22.22,20,13.91,115,827
"513","GA","13145",81.5,12.25,4.62,0.75,5.6,14.8,5.41,0,6.75,108,1600
"514","GA","13147",88.96,6.83,3.41,0.8,10.38,35.29,11.76,0,12.05,60,498
"515","GA","13149",96.02,1.99,1.2,0.4,22.82,60,0,0,23.11,58,251
"516","GA","13151",26.89,62.99,6.55,2.98,6.86,14.52,11.35,12.29,12.23,1234,10090
"517","GA","13153",65.24,25.41,5.44,3.16,4.38,9.34,5.93,10.2,5.96,369,6194
"518","GA","13155",78.57,16.67,4.76,0,NA,NA,NA,NA,NA,24,84
"519","GA","13157",79.17,8.31,9.33,2.61,5.72,21.11,12.13,3.54,7.64,331,4331
"520","GA","13159",92.76,4.63,2.01,0.4,9.76,34.78,20,0,11.07,55,497
"521","GA","13161",87.72,8.19,4.09,0,22,50,28.57,NA,24.56,42,171
"522","GA","13163",66.29,28.57,1.71,1.71,18.1,60,66.67,0,31.43,55,175
"523","GA","13165",71.25,25,3.75,0,NA,NA,NA,NA,NA,32,80
"524","GA","13167",73.91,24.64,0,0,NA,NA,NA,NA,NA,29,69
"525","GA","13169",79.84,15.19,4.19,0.31,10.49,13.27,14.81,50,11.16,72,645
"526","GA","13171",91.08,6.64,1.14,0.76,8.33,14.29,16.67,25,9.11,48,527
"527","GA","13173",80.54,12.06,4.67,1.56,10.63,22.58,25,0,13.23,34,257
"528","GA","13175",74.66,21.83,2.16,1.35,18.77,25.93,12.5,10,20.08,149,742
"529","GA","13177",73.3,20,3.44,2.78,8.62,19.62,8.33,10.34,10.81,113,1045
"530","GA","13179",47.36,36.69,12.41,2.24,8.42,12.91,8.84,2.22,10.07,202,2006
"531","GA","13181",87.86,6.43,2.86,0.71,13.82,33.33,25,0,15,21,140
"532","GA","13183",60.91,28.3,8.87,0.6,10.24,13.98,8.11,0,11.15,93,834
"533","GA","13185",75.07,16.62,5.53,2.07,7.65,20.6,5.81,5.17,9.66,271,2804
"534","GA","13187",94.49,0.82,3.47,0.51,11.23,12.5,20.59,0,11.53,113,980
"535","GA","13189",77.34,19.26,2.83,0.28,11.72,27.94,20,0,15.01,53,353
"536","GA","13191",85.21,11.9,1.61,0.32,18.87,43.24,20,100,21.86,68,311
"537","GA","13193",49.18,44.26,4.92,1.64,NA,NA,NA,NA,NA,23,61
"538","GA","13195",84.02,9.34,5.37,0.71,16.33,22.73,21.05,20,17.26,122,707
"539","GA","13197",73.08,25.96,0.96,0,25,48.15,0,NA,30.77,32,104
"540","GA","13199",86.94,10.21,1.9,0,12.02,25.58,12.5,NA,13.54,57,421
"541","GA","13201",80,16.67,3.33,0,NA,NA,NA,NA,NA,23,60
"542","GA","13205",67.6,26.82,4.47,0,30.58,70.83,87.5,NA,44.13,79,179
"543","GA","13207",87.87,9.37,1.98,0.55,8.16,25.88,16.67,0,9.92,90,907
"544","GA","13209",76.47,17.65,5.04,0.84,19.78,47.62,16.67,0,24.37,29,119
"545","GA","13211",93.68,4.33,1.66,0.33,9.24,23.08,0,0,9.65,58,601
"546","GA","13213",87.26,1.29,10.65,0.48,20.7,50,16.67,66.67,21.13,131,620
"547","GA","13215",61.6,25.26,8.09,4.06,4.45,10.64,6.51,5.19,6.22,236,3797
"548","GA","13217",39.41,55.07,4.34,0.62,6.8,15.68,14.81,4.35,12.09,451,3730
"549","GA","13219",89.5,2.73,2.87,4.55,4.23,25.64,12.2,3.08,5.04,72,1428
"550","GA","13221",82.47,11.78,3.84,1.64,11.63,25.58,14.29,33.33,13.97,51,365
"551","GA","13223",65.43,24.78,7.92,1.33,5.89,11.96,7.36,7.48,7.59,612,8068
"552","GA","13225",59.97,34.14,3.93,1.21,10.83,15.04,15.38,0,12.54,83,662
"553","GA","13227",94.52,0.75,3.74,0.42,12.04,0,13.33,0,12.04,145,1204
"554","GA","13229",91.99,4.13,2.33,0.78,18.26,18.75,11.11,0,18.6,72,387
"555","GA","13231",95.54,1.87,2.01,0.58,4.82,30.77,14.29,0,5.47,38,695
"556","GA","13233",88.42,6.32,3.68,1.45,15.03,22.92,17.86,18.18,15.66,119,760
"557","GA","13235",81.48,14.81,2.22,0.74,10,40,0,0,14.07,19,135
"558","GA","13237",88.71,8.6,2.15,0.54,10.51,29.17,8.33,0,12.01,67,558
"559","GA","13239",66.67,33.33,0,0,NA,NA,NA,NA,NA,10,24
"560","GA","13241",97.08,0,2.27,0.32,14.05,NA,0,0,13.96,43,308
"561","GA","13243",34.09,63.64,2.27,0,NA,NA,NA,NA,NA,22,44
"562","GA","13245",50.38,40.65,6.32,1.96,6.77,14.17,11.06,10,10.18,364,3577
"563","GA","13247",16.34,75.97,5.98,1.45,13.41,14.91,16.77,12.82,14.82,399,2692
"564","GA","13249",78.02,17.58,4.4,0,NA,NA,NA,NA,NA,29,91
"565","GA","13251",68.53,28.93,1.52,0.51,29.63,64.91,100,100,41.12,81,197
"566","GA","13253",80.81,15.15,4.04,0,NA,NA,NA,NA,NA,32,99
"567","GA","13255",69.35,25.6,3.9,0.75,7.62,14.35,8.82,30.77,9.64,168,1742
"568","GA","13257",91.11,3.7,4.2,0.99,10.84,26.67,17.65,75,12.35,50,405
"569","GA","13259",47.27,49.09,3.64,0,NA,NA,NA,NA,NA,25,55
"570","GA","13261",69.78,25,2.99,1.49,13.9,41.79,25,0,20.9,56,268
"571","GA","13263",63.93,31.97,4.1,0,24.36,56.41,40,NA,35.25,43,122
"572","GA","13265",63.64,36.36,0,0,NA,NA,NA,NA,NA,5,11
"573","GA","13267",77.44,13.91,7.89,0.38,17.48,35.14,28.57,0,20.68,55,266
"574","GA","13269",59.02,39.34,1.64,0,NA,NA,NA,NA,NA,18,61
"575","GA","13271",71.21,27.27,1.52,0,NA,NA,NA,NA,NA,32,66
"576","GA","13273",70.91,25.45,3.64,0,NA,NA,NA,NA,NA,17,55
"577","GA","13275",77.56,18.7,2.9,0.72,9.49,38.71,8.33,0,14.84,123,829
"578","GA","13277",77.71,15.4,3.52,2.93,12.64,37.14,12.5,5,16.28,111,682
"579","GA","13279",76.34,18.83,4.33,0.25,24.67,52.7,35.29,0,30.28,119,393
"580","GA","13281",95.8,0.84,2.24,1.12,11.7,0,25,0,11.76,42,357
"581","GA","13283",76.79,23.21,0,0,NA,NA,NA,NA,NA,16,56
"582","GA","13285",76.67,15.72,3.84,3.28,6.13,12.99,6.45,3.77,7.18,116,1616
"583","GA","13287",68.13,24.18,7.69,0,NA,NA,NA,NA,NA,32,91
"584","GA","13289",55.56,36.11,6.94,1.39,NA,NA,NA,NA,NA,27,72
"585","GA","13291",95.15,0.85,2.42,0.85,12.23,0,25,0,12.36,102,825
"586","GA","13293",90.08,8.4,1.02,0.51,9.32,15.15,25,0,9.92,39,393
"587","GA","13295",93.82,2.26,2.54,0.82,12.44,18.18,27.03,16.67,13.04,190,1457
"588","GA","13297",73.08,19.27,5.89,1.34,5.95,11.47,5.91,3.7,7.03,283,4026
"589","GA","13299",81.29,13.59,4.23,0.89,24.93,31.15,47.37,0,26.5,119,449
"590","GA","13301",59.62,34.62,1.92,3.85,NA,NA,NA,NA,NA,21,52
"591","GA","13303",57.63,41.81,0.56,0,17.65,66.22,100,NA,38.42,68,177
"592","GA","13305",83.52,13.19,2.56,0,19.74,40.28,21.43,NA,22.71,124,546
"593","GA","13307",68,28,4,0,NA,NA,NA,NA,NA,11,25
"594","GA","13309",79.31,17.24,3.45,0,NA,NA,NA,NA,NA,14,29
"595","GA","13311",95.08,1.01,2.65,0.76,11.82,37.5,19.05,16.67,12.37,98,792
"596","GA","13313",73.36,2.51,21.36,2.51,10,33.33,12.95,17.95,11.39,177,1554
"597","GA","13315",67.21,31.15,1.64,0,NA,NA,NA,NA,NA,29,61
"598","GA","13317",72.29,25.3,1.2,1.2,NA,NA,NA,NA,NA,20,83
"599","GA","13319",63.41,31.71,3.66,0,NA,NA,NA,NA,NA,23,82
"600","GA","13321",80.44,17.35,0.32,0.63,30.59,70.91,100,0,38.17,121,317
"601","GA","17093",0,0,100,0,NA,NA,NA,NA,NA,0,1
"602","GA","18137",100,0,0,0,NA,NA,NA,NA,NA,0,1
"603","GA","21195",100,0,0,0,NA,NA,NA,NA,NA,1,1
"604","GA","36111",0,0,100,0,NA,NA,NA,NA,NA,1,1
"605","GA","47035",100,0,0,0,NA,NA,NA,NA,NA,0,1
"606","GA","47065",100,0,0,0,NA,NA,NA,NA,NA,1,2
"607","GA","48221",100,0,0,0,NA,NA,NA,NA,NA,0,1
"608","GA","6013",100,0,0,0,NA,NA,NA,NA,NA,1,1
"609","GA","8001",100,0,0,0,NA,NA,NA,NA,NA,1,1
"610","GA","9003",0,100,0,0,NA,NA,NA,NA,NA,0,1
"611","GA",NA,64.14,25.12,5.71,4.46,63.67,78.51,66.36,24.42,66.01,1272,1927
"612","HI","15001",58.61,1.06,6.44,20.01,7.85,10.81,13.39,7.47,8.71,303,3479
