"","state_code","county_code","pct_white_apps","pct_black_apps","pct_hisp_apps","pct_asian_apps","white_denial_rate","black_denial_rate","hisp_denial_rate","asian_denial_rate","denial_rate","loan_failed","total_loans"
"2693","TN","47105",94.12,1.2,3.63,0.57,9.4,8,7.89,8.33,9.42,197,2091
"2694","TN","47107",92.37,3.19,3,0.58,15.9,39.39,29.03,33.33,17.2,178,1035
"2695","TN","47109",90.36,7.53,0.6,0.9,17,36,50,0,18.67,62,332
"2696","TN","47111",96.47,1.04,1.87,0.21,9.91,60,0,0,10.4,50,481
"2697","TN","47113",76.44,18.65,3.03,1.49,6.29,13.14,22.22,12.9,8.12,169,2080
"2698","TN","47115",93.15,2.7,3.24,0.36,18.38,13.33,11.11,0,18.2,101,555
"2699","TN","47117",92.15,2.62,4.22,0.59,6.68,16.13,24,0,7.68,91,1185
"2700","TN","47119",87.97,5.68,4.8,1.21,6.88,19.39,13.06,14.29,7.95,368,4629
"2701","TN","47121",97.21,0.8,1.99,0,27.87,50,40,NA,28.29,71,251
"2702","TN","47123",94.77,1.51,2.51,0.4,16.86,40,24,50,17.39,173,995
"2703","TN","47125",70.35,16.18,9.67,2.63,5.86,9.9,7.07,6.67,6.67,762,11421
"2704","TN","47127",95.21,0,2.05,1.37,10.79,NA,0,0,10.27,15,146
"2705","TN","47129",97.62,0,2.38,0,19.82,NA,37.5,NA,20.24,68,336
"2706","TN","47131",92.31,3.85,3.85,0,16.11,26.67,26.67,NA,16.92,66,390
"2707","TN","47133",93.79,0.93,3.11,0.31,11.92,66.67,20,0,12.73,41,322
"2708","TN","47135",96.34,1.22,1.22,0,NA,NA,NA,NA,NA,16,82
"2709","TN","47137",94.29,0,2.86,0,NA,NA,NA,NA,NA,4,35
"2710","TN","47139",95.45,1.42,2.27,0,20.24,0,37.5,NA,20.45,72,352
"2711","TN","47141",93.59,1.26,3.46,1.19,6.31,15,12.73,10.53,6.79,108,1591
"2712","TN","47143",95.96,0.84,1.68,1.01,15.79,60,10,33.33,16.16,96,594
"2713","TN","47145",94.83,2.01,1.76,0.91,10.71,24.24,13.79,6.67,10.94,180,1645
"2714","TN","47147",89.74,4.87,4.12,0.86,6.68,8.46,10,0,6.81,182,2671
"2715","TN","47149",73.79,14.16,7.91,3.69,5.47,11.96,11.22,7.59,6.97,1021,14652
"2716","TN","47151",99.1,0,0.45,0.45,27.27,NA,0,0,27.03,60,222
"2717","TN","47153",97.71,0.57,1.71,0,16.08,0,33.33,NA,16.29,57,350
"2718","TN","47155",94.17,0.51,3.81,0.69,13.38,25,24.72,31.25,14.05,328,2334
"2719","TN","47157",63.41,26.76,4.69,4.68,3.73,12.6,7.69,5.78,6.4,1135,17732
"2720","TN","47159",96.2,1.2,1.8,0.4,11.02,0,11.11,0,10.8,54,500
"2721","TN","47161",95.21,2.69,1.5,0.3,11.64,66.67,20,0,13.17,44,334
"2722","TN","47163",95.4,1.33,1.96,0.96,8.36,15.09,12.82,15.79,8.58,341,3975
"2723","TN","47165",87.66,5.69,4.38,1.86,5.86,11.39,7.4,8.39,6.3,525,8333
"2724","TN","47167",84.81,10.12,3.54,0.9,7.56,14.44,7.94,6.25,8.38,149,1778
"2725","TN","47169",95.81,2.26,1.61,0,13.47,14.29,20,NA,13.87,43,310
"2726","TN","47171",96.99,0,2.01,0.33,10.69,NA,16.67,0,11.04,33,299
"2727","TN","47173",97.16,0.44,1.09,0.66,15.96,50,40,66.67,17.03,78,458
"2728","TN","47175",99.22,0,0.78,0,17.19,NA,100,NA,17.83,23,129
"2729","TN","47177",90.08,3.04,5.6,0.8,9.06,15.79,14.29,40,9.92,62,625
"2730","TN","47179",93.36,2.38,2.27,1.4,7.5,15.29,11.11,16,7.93,283,3569
"2731","TN","47181",94.93,2.9,2.17,0,19.85,50,0,NA,20.29,28,138
"2732","TN","47183",92.75,3,1.5,1.75,14.56,16.67,16.67,42.86,15.5,62,400
"2733","TN","47185",94.8,0.96,3.08,0.39,15.24,20,18.75,0,15.41,80,519
"2734","TN","47187",86.45,2.29,3.65,7.28,4.91,13.06,5.16,10.24,5.51,644,11679
"2735","TN","47189",85.42,5.82,3.98,4.29,6,13.59,9.76,10.94,6.84,510,7455
"2736","TN","48029",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2737","TN","48091",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2738","TN","5061",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2739","TN","6065",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2740","TN",NA,86.44,7.82,3.34,1.41,67.41,78.67,59.38,44.44,67.71,1298,1917
"2741","TX","1117",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2742","TX","12057",0,100,0,0,NA,NA,NA,NA,NA,0,1
"2743","TX","13311",0,0,100,0,NA,NA,NA,NA,NA,1,1
"2744","TX","170",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2745","TX","20091",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2746","TX","28141",0,100,0,0,NA,NA,NA,NA,NA,1,1
"2747","TX","34035",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2748","TX","35013",0,0,100,0,NA,NA,NA,NA,NA,0,1
"2749","TX","47125",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2750","TX","48001",77.13,10.33,10.91,0.77,22.7,39.81,21.93,37.5,24.59,257,1045
"2751","TX","48003",50.83,0.95,47.4,0.12,16.98,25,36.91,0,26.6,225,846
"2752","TX","48005",77.53,7.89,13.11,0.89,21.63,40.4,30.28,35.29,24.35,466,1914
"2753","TX","48007",78.98,0.96,17.45,1.79,11.48,42.86,22.83,30.77,14.15,103,728
"2754","TX","48009",94.39,1.02,3.06,1.02,4.86,0,0,0,4.59,9,196
"2755","TX","48011",81.36,0,18.64,0,NA,NA,NA,NA,NA,9,59
"2756","TX","48013",38.18,1,60,0.5,19.38,43.75,40.02,37.5,32.16,513,1595
"2757","TX","48015",66.2,7.91,24.19,0.78,16.86,50.98,32.69,0,23.1,149,645
"2758","TX","48017",50.79,0,47.62,1.59,NA,NA,NA,NA,NA,9,63
"2759","TX","48019",76.88,0.57,20.99,0.43,17.16,0,26.35,33.33,19.15,135,705
"2760","TX","48021",57.6,3.85,36.52,1.28,12.37,24.6,29.65,11.9,19.21,628,3269
"2761","TX","48023",97.87,2.13,0,0,NA,NA,NA,NA,NA,3,47
"2762","TX","48025",44.79,0.89,53.22,0.67,16.83,0,30.42,0,23.73,107,451
"2763","TX","48027",56.53,19.54,19.04,3.35,5.83,9.8,8.02,6.67,7.06,947,13416
"2764","TX","48029",39.83,8.4,46.61,4.41,6.35,13.28,13.38,9.81,10.39,6703,64500
"2765","TX","48031",87.01,0.97,10.06,0.32,12.69,33.33,19.35,0,13.96,43,308
"2766","TX","48033",90.91,0,9.09,0,NA,NA,NA,NA,NA,4,11
"2767","TX","48035",84.3,1.16,13.08,0.29,17.24,25,35.56,100,20.35,70,344
"2768","TX","48037",80.15,12.85,4.58,1.56,16.72,32.16,29.67,12.9,19.19,381,1985
"2769","TX","48039",46.87,17.55,27.8,7.21,8.5,15.68,15.05,8.68,11.59,1778,15341
"2770","TX","48041",71.87,5.44,17.43,4.62,7.15,27.96,20.74,5.81,10.67,596,5588
"2771","TX","48043",66.06,0.45,29.86,0.45,7.53,0,22.73,0,12.22,27,221
"2772","TX","48045",83.33,0,8.33,0,NA,NA,NA,NA,NA,2,12
"2773","TX","48047",5.66,0,94.34,0,NA,NA,NA,NA,NA,18,53
"2774","TX","48049",80.7,1.83,16.47,0.5,22.06,54.55,22.22,0,22.8,137,601
"2775","TX","48051",70.83,9.38,18.75,0.21,22.65,62.22,42.22,0,30,144,480
"2776","TX","48053",84.98,1.11,12.55,0.56,10.84,11.11,23.15,11.11,12.36,200,1618
"2777","TX","48055",48.26,2.87,47.91,0.43,18.02,51.52,32.3,40,25.91,298,1150
"2778","TX","48057",57.45,1.6,36.97,3.46,17.59,16.67,31.65,7.69,22.61,85,376
"2779","TX","48059",88.73,0.49,8.09,0.74,17.4,0,18.18,0,17.16,70,408
"2780","TX","48061",18.58,0.83,79.55,0.81,10.18,2.38,14.49,12.2,13.62,691,5075
"2781","TX","48063",75,4.9,18.63,0.49,13.73,20,13.16,0,13.73,28,204
"2782","TX","48065",89.63,0,9.76,0.61,12.93,NA,37.5,100,15.85,26,164
"2783","TX","48067",80.93,12.37,4.98,0.52,28.03,54.17,44.83,33.33,31.96,186,582
"2784","TX","48069",56.45,3.23,38.71,0,NA,NA,NA,NA,NA,21,62
"2785","TX","48071",68.84,6.1,23.09,1.14,10.83,28.07,15.92,9.38,13.1,367,2802
"2786","TX","48073",80.25,7.14,11.76,0.59,23.04,48.24,37.14,42.86,26.55,316,1190
"2787","TX","48075",81.36,1.69,15.25,0,NA,NA,NA,NA,NA,9,59
"2788","TX","48077",91.39,0.48,6.7,0,12.04,0,14.29,NA,11.96,25,209
"2789","TX","48079",50,0,50,0,NA,NA,NA,NA,NA,5,16
"2790","TX","48081",85.87,0,14.13,0,NA,NA,NA,NA,NA,30,92
"2791","TX","48083",88.17,1.08,10.75,0,NA,NA,NA,NA,NA,26,93
"2792","TX","48085",57.95,8.86,12.17,20.25,5.33,12.64,10.14,7.44,7.03,3310,47083
"2793","TX","48087",75,0,25,0,NA,NA,NA,NA,NA,6,32
"2794","TX","48089",73.85,8.05,17.53,0.57,18.29,64.29,21.31,0,22.41,78,348
"2795","TX","48091",72.51,3.2,21.65,1.59,8.57,14.38,16.02,6.9,10.4,948,9113
"2796","TX","48093",82.05,0,17.44,0.51,20.62,NA,26.47,100,22.05,43,195
"2797","TX","48095",81.25,2.08,16.67,0,NA,NA,NA,NA,NA,19,48
"2798","TX","48097",85.75,1.68,9.81,0.75,12.22,35,22.22,11.11,14.08,168,1193
"2799","TX","48099",63.34,13.82,18.61,2.4,9.74,9.96,10.68,6.38,9.99,196,1961
"2800","TX","48101",100,0,0,0,NA,NA,NA,NA,NA,3,9
"2801","TX","48103",37.14,0.71,61.43,0.71,23.08,0,36.05,0,30.71,43,140
"2802","TX","48105",35.14,0,64.86,0,NA,NA,NA,NA,NA,9,37
"2803","TX","48107",74.14,1.72,24.14,0,NA,NA,NA,NA,NA,12,58
"2804","TX","48109",39.47,7.89,52.63,0,NA,NA,NA,NA,NA,15,38
"2805","TX","48111",53.51,0,45.61,0,29.51,NA,38.46,NA,33.33,38,114
"2806","TX","48113",45.36,15.54,27.81,10.7,5.49,14.8,10.76,8.94,8.8,4275,48603
"2807","TX","48115",58.76,2.82,36.72,1.69,11.54,20,27.69,33.33,18.08,32,177
"2808","TX","48117",21.9,0.95,76.19,0.48,15.22,0,26.88,0,23.81,50,210
"2809","TX","48119",81.32,7.69,6.59,0,NA,NA,NA,NA,NA,24,91
"2810","TX","48121",61.98,9.18,15.19,12.85,5.49,13.61,11.48,6.98,7.37,3387,45958
"2811","TX","48123",73.91,5.53,20.16,0,10.7,50,37.25,NA,18.18,46,253
"2812","TX","48125",65.22,0,26.09,4.35,NA,NA,NA,NA,NA,6,23
"2813","TX","48127",20.75,2.83,76.42,0,13.64,33.33,29.63,NA,26.42,28,106
"2814","TX","48129",90.91,0,6.82,0,NA,NA,NA,NA,NA,11,44
"2815","TX","48131",13.27,0,85.71,1.02,NA,NA,NA,NA,NA,31,98
"2816","TX","48133",86.11,1.59,10.71,0.79,24.42,50,18.52,0,24.6,62,252
"2817","TX","48135",32.91,3.54,61.5,1.33,17.78,25.09,33.77,10.78,27.88,2134,7655
"2818","TX","48137",55,0,45,0,NA,NA,NA,NA,NA,7,20
"2819","TX","48139",54.48,22.97,20.36,1.35,6.18,12.32,11.71,8.82,8.78,884,10070
"2820","TX","48141",21.15,5.22,71.32,1.69,6.42,9.9,9.64,9.15,8.97,1686,18786
"2821","TX","48143",87.56,0.61,9.51,0.98,9.47,0,16.67,0,10.24,84,820
"2822","TX","48145",72.02,13.99,13.47,0.52,22.3,62.96,38.46,0,30.05,58,193
"2823","TX","48147",87.1,1.67,9.34,0.78,18.01,40,28.57,0,19.13,172,899
"2824","TX","48149",71.61,8.54,18.84,0.25,17.89,47.06,33.33,0,23.87,95,398
"2825","TX","48151",89.83,1.69,8.47,0,NA,NA,NA,NA,NA,16,59
"2826","TX","48153",64.81,0,33.33,0,NA,NA,NA,NA,NA,11,54
"2827","TX","48155",75,0,12.5,0,NA,NA,NA,NA,NA,2,8
"2828","TX","48157",35.33,20.08,22.04,21.94,6.4,14.47,11.14,8.3,9.51,3403,35786
"2829","TX","48159",85.06,2.3,10.34,0.57,14.19,0,11.11,0,13.79,24,174
"2830","TX","48161",79.03,9.72,10.74,0,25.24,47.37,28.57,NA,27.62,108,391
"2831","TX","48163",24.83,3.36,71.14,0.34,12.16,60,38.21,0,32.21,96,298
"2832","TX","48165",53.94,1.06,44.55,0.3,16.57,14.29,46.26,0,29.7,196,660
"2833","TX","48167",68.68,6.72,20.2,3.62,7.09,12.65,11.34,10.78,8.46,1085,12829
"2834","TX","48169",68,9.33,22.67,0,NA,NA,NA,NA,NA,24,75
"2835","TX","48171",85.65,0.21,13.08,0.63,15.27,0,20.97,0,15.82,75,474
"2836","TX","48173",59.26,0,40.74,0,NA,NA,NA,NA,NA,15,27
"2837","TX","48175",71.43,4.76,23.21,0,16.67,62.5,30.77,NA,22.02,37,168
"2838","TX","48177",61.27,3.47,34.97,0,30.19,66.67,44.63,NA,36.42,126,346
"2839","TX","48179",78.66,1.27,18.15,0.32,14.57,100,21.05,0,16.88,53,314
"2840","TX","48181",84.96,3.03,8.76,1.14,10.33,20.57,15.97,3.77,11.14,518,4648
"2841","TX","48183",77.69,9.27,11.21,1.1,7.36,21.34,15.36,10,9.56,261,2730
"2842","TX","48185",74.95,8.32,15.33,0.76,18.16,31.17,23.24,14.29,19.87,184,926
"2843","TX","48187",57.75,9.23,29.64,2.27,9.02,11.6,14.56,7.28,10.9,988,9061
"2844","TX","48189",56.55,1.7,40.29,1.21,6.01,28.57,15.66,20,10.44,43,412
"2845","TX","48191",90.91,0,9.09,0,NA,NA,NA,NA,NA,2,11
"2846","TX","48193",88.98,1.69,9.32,0,17.14,0,18.18,NA,16.95,20,118
"2847","TX","48195",70.42,0,26.76,0,NA,NA,NA,NA,NA,5,71
"2848","TX","48197",85.19,3.7,11.11,0,NA,NA,NA,NA,NA,11,27
"2849","TX","48199",89.71,2.5,5.97,1.02,21.61,53.57,28.36,8.7,22.73,510,2244
"2850","TX","48201",43.51,13.84,33.78,8.34,6.81,15.26,12.86,9.58,10.28,11866,115416
"2851","TX","48203",79.97,8.6,9.85,0.98,14.23,37.34,23.2,5.56,17.2,316,1837
"2852","TX","48205",71.64,0,27.61,0,10.42,NA,5.41,NA,8.96,12,134
"2853","TX","48207",84.48,1.72,12.07,1.72,NA,NA,NA,NA,NA,13,58
"2854","TX","48209",61.22,3.22,32,2.89,6.12,16.45,16.63,6.49,9.87,1156,11711
"2855","TX","48211",84.91,0,15.09,0,NA,NA,NA,NA,NA,8,53
"2856","TX","48213",85.33,4.59,8.64,0.45,19.78,46.08,32.81,10,22.14,492,2222
"2857","TX","48215",11.5,1.02,85.62,1.65,8.83,13.89,14.64,8.62,13.85,1460,10540
"2858","TX","48217",79.86,3.26,15.37,0.81,23.32,42.86,28.79,0,24.45,210,859
"2859","TX","48219",51.25,2.7,44.89,0.58,21.05,57.14,33.05,0,27.17,141,519
"2860","TX","48221",90.02,0.79,7.62,0.79,8.95,15,20.62,10,10.06,256,2545
"2861","TX","48223",84.42,4.11,9.77,0.71,16.95,27.59,23.19,20,18.13,128,706
"2862","TX","48225",81.68,10.99,6.54,0.52,27.56,57.14,28,0,30.63,117,382
"2863","TX","48227",65.72,1.75,30.12,1.53,15.17,0,17.82,14.29,15.66,143,913
"2864","TX","48229",26.32,7.89,60.53,2.63,NA,NA,NA,NA,NA,17,38
"2865","TX","48231",74.4,4.55,18.75,1.22,13.27,19.38,19.73,11.63,14.68,516,3515
"2866","TX","48233",81.74,0.62,16.18,0.62,9.39,0,21.79,0,11.2,54,482
"2867","TX","48235",84,0,12,0,NA,NA,NA,NA,NA,14,50
"2868","TX","48237",88.11,1.4,9.79,0,16.67,0,50,NA,19.58,28,143
"2869","TX","48239",74.31,4.14,19.89,0.28,13.38,20,22.22,0,15.19,55,362
"2870","TX","48241",85.75,9.54,3.86,0.12,26.2,45.57,34.38,0,28.14,233,828
"2871","TX","48243",85.71,0,14.29,0,NA,NA,NA,NA,NA,6,28
"2872","TX","48245",58.89,18.09,17.59,4.89,8.38,15.58,11.76,11.16,10.48,461,4400
"2873","TX","48247",6.67,0,93.33,0,NA,NA,NA,NA,NA,20,45
"2874","TX","48249",37.19,1.34,60.64,0.67,14.41,25,28.18,0,22.78,136,597
"2875","TX","48251",71.74,7.97,18.08,1.53,10.48,13.29,19.02,7.26,12.28,996,8114
"2876","TX","48253",80.87,1.74,15.65,0,20.79,50,37.04,NA,24.06,83,345
"2877","TX","48255",36.55,2.54,60.91,0,20.83,40,37.5,NA,31.47,62,197
"2878","TX","48257",47.58,23.6,25.13,2.81,10.03,15.79,14.87,11.83,12.72,1263,9929
"2879","TX","48259",76.3,2.12,19.19,1.78,6.65,5.26,5.81,3.12,6.36,114,1793
"2880","TX","48261",25,0,75,0,NA,NA,NA,NA,NA,3,4
"2881","TX","48263",70,0,30,0,NA,NA,NA,NA,NA,7,20
"2882","TX","48265",80.54,0.63,16.67,1.44,10.29,28.57,16.22,25,11.62,129,1110
"2883","TX","48267",79.59,2.04,18.37,0,NA,NA,NA,NA,NA,12,49
"2884","TX","48269",100,0,0,0,NA,NA,NA,NA,NA,1,2
"2885","TX","48271",38.16,0,61.84,0,NA,NA,NA,NA,NA,22,76
"2886","TX","48273",36.36,2.11,58.77,1.69,11.63,20,14.39,0,13.32,63,473
"2887","TX","48275",68,4,28,0,NA,NA,NA,NA,NA,7,25
"2888","TX","48277",85.52,5.05,5.84,0.8,13.82,21.05,13.64,33.33,14.48,109,753
"2889","TX","48279",56.52,0.62,42.24,0,9.89,0,42.65,NA,23.6,38,161
"2890","TX","48281",76.14,7.45,14.48,0.69,10.14,5.56,12.38,20,10.21,74,725
"2891","TX","48283",17.19,0,81.25,1.56,NA,NA,NA,NA,NA,22,64
"2892","TX","48285",82.3,3.83,12.39,1.18,23.66,53.85,35.71,25,26.25,89,339
"2893","TX","48287",75.43,6.86,16.29,0.57,20.08,45.83,29.82,0,23.43,82,350
"2894","TX","48289",82.57,5.71,10.86,0.29,23.18,40,28.95,0,24.86,87,350
"2895","TX","48291",53.14,5.55,40.38,0.5,26.21,50.24,45.4,10.53,35.26,1329,3769
"2896","TX","48293",75.92,9.35,12.75,0.57,21.27,45.45,28.89,0,24.36,86,353
"2897","TX","48295",65.38,0,30.77,0,NA,NA,NA,NA,NA,6,26
"2898","TX","48297",66.8,0.39,31.64,0,22.22,0,29.63,NA,24.61,63,256
"2899","TX","48299",90.67,0.19,8.02,0.56,11.73,0,27.91,0,12.87,69,536
"2900","TX","48301",83.33,0,0,0,NA,NA,NA,NA,NA,5,12
"2901","TX","48303",70.07,2.83,23.57,2.87,5.79,14.34,12.76,5.34,7.67,699,9114
"2902","TX","48305",70.35,1.51,26.63,1.01,12.86,0,32.08,0,17.59,35,199
"2903","TX","48307",83.52,2.2,14.29,0,NA,NA,NA,NA,NA,16,91
"2904","TX","48309",74.17,7.5,15.37,2.1,6.98,17.66,12.53,11.48,8.77,510,5816
"2905","TX","48311",58.33,0,41.67,0,NA,NA,NA,NA,NA,5,12
"2906","TX","48313",75.56,7.07,16.4,0.64,25.96,63.64,29.41,0,28.94,90,311
"2907","TX","48315",84.71,8.82,5.29,0,23.61,53.33,55.56,NA,28.24,48,170
"2908","TX","48317",51.38,0.4,47.43,0,16.92,0,36.67,NA,26.09,66,253
"2909","TX","48319",80,0,20,0,NA,NA,NA,NA,NA,10,35
"2910","TX","48321",60.09,4.68,34.8,0.29,13.87,31.25,17.65,0,16.08,110,684
"2911","TX","48323",6.51,0.5,92.15,0.83,5.13,0,14.86,20,14.19,85,599
"2912","TX","48325",50.67,5.16,42.44,0.91,13.69,14.58,25.86,17.65,18.99,353,1859
"2913","TX","48327",83.33,0,16.67,0,NA,NA,NA,NA,NA,9,18
"2914","TX","48329",53.71,3.55,39.76,2.29,9.48,17.94,27.05,8.18,16.75,1606,9588
"2915","TX","48331",76.89,3.89,18.4,0.41,18.35,57.89,34.44,0,22.7,111,489
"2916","TX","48333",88.06,0,10.45,0,NA,NA,NA,NA,NA,17,67
"2917","TX","48335",78.24,0.59,19.41,0.59,22.56,0,18.18,0,22.35,38,170
"2918","TX","48337",90.5,0.97,7.56,0.19,16.49,20,20.51,100,17.05,88,516
"2919","TX","48339",69.03,6.34,20.12,3.78,8.35,16.08,17.38,6.9,10.65,3188,29942
"2920","TX","48341",40.86,0.86,56.99,1.08,10,0,18.49,0,14.62,68,465
"2921","TX","48343",76.47,17.16,6.37,0,13.46,51.43,23.08,NA,20.59,42,204
"2922","TX","48345",83.33,8.33,8.33,0,NA,NA,NA,NA,NA,2,12
"2923","TX","48347",81.28,5.11,11.23,1.36,17.8,45,24.24,6.25,19.66,231,1175
"2924","TX","48349",70.84,6.62,20.66,0.81,21.21,47.3,32.9,22.22,25.58,286,1118
"2925","TX","48351",85.55,10.62,3.24,0.29,36.55,61.11,36.36,100,39.23,133,339
"2926","TX","48353",71.38,2.3,25.66,0.33,19.82,14.29,29.49,0,22.37,68,304
"2927","TX","48355",45.85,3.29,47.6,2.63,7.58,12.18,12.43,7.2,10.06,955,9495
"2928","TX","48357",64.29,0.89,33.04,0,11.11,0,29.73,NA,16.96,19,112
"2929","TX","48359",89.58,0,8.33,2.08,NA,NA,NA,NA,NA,9,48
"2930","TX","48361",87.79,3.34,7.3,0.63,17.31,20,22.04,25,17.9,456,2547
"2931","TX","48363",85.22,0.99,12.81,0,18.11,33.33,20.51,NA,18.56,113,609
"2932","TX","48365",80.83,13.72,4.51,0.38,24.65,50.68,25,0,28.2,150,532
"2933","TX","48367",85.3,1.7,10.89,1.08,8.45,11.89,13.74,7.69,9.1,766,8422
"2934","TX","48369",63.64,0,36.36,0,NA,NA,NA,NA,NA,4,66
"2935","TX","48371",29.26,0.85,68.18,1.42,30.1,0,40.42,20,36.65,129,352
"2936","TX","48373",81.88,6.44,10.26,0.55,25.87,57.63,40.43,20,29.37,269,916
"2937","TX","48375",69.65,2.81,23.27,3.57,9.07,18.75,27.39,8.2,13.57,232,1710
"2938","TX","48377",40,0,56.67,0,NA,NA,NA,NA,NA,8,30
"2939","TX","48379",90.11,1.41,6.78,0.28,16.3,20,29.17,100,17.23,61,354
"2940","TX","48381",74.98,2.2,20.28,1.84,5.39,6.67,8.15,6,6.01,327,5443
"2941","TX","48383",22.5,3.75,73.75,0,NA,NA,NA,NA,NA,28,80
"2942","TX","48385",81.4,0,16.28,0,NA,NA,NA,NA,NA,13,43
"2943","TX","48387",86.18,9.21,3.95,0.66,19.85,42.86,83.33,0,24.34,37,152
"2944","TX","48389",14.89,1.77,82.27,0.71,16.67,20,41.38,50,37.23,105,282
"2945","TX","48391",54.78,4.46,39.49,0,25.58,14.29,33.87,NA,28.66,45,157
"2946","TX","48393",83.33,0,8.33,0,NA,NA,NA,NA,NA,2,12
"2947","TX","48395",68.03,18.31,12.57,0.27,24.5,70.15,26.09,0,33.06,121,366
"2948","TX","48397",69.33,9.74,17.08,2.9,5.58,13.8,10.75,9.28,7.41,496,6697
"2949","TX","48399",80.75,0.62,18.63,0,10.77,0,23.33,NA,13.04,21,161
"2950","TX","48401",76.89,8.23,13.84,0.37,17.52,30.68,27.7,75,20.39,218,1069
"2951","TX","48403",92.13,4.33,1.97,0,30.34,45.45,40,NA,32.28,82,254
"2952","TX","48405",71.79,20.51,7.69,0,32.14,79.17,33.33,NA,41.88,49,117
"2953","TX","48407",76.64,8.39,13.49,0.45,25.59,51.35,32.77,0,28.68,253,882
"2954","TX","48409",54.41,1.33,42.67,1.12,10.64,24,16.44,0,13.18,248,1882
"2955","TX","48411",83.64,0,16.36,0,NA,NA,NA,NA,NA,11,55
"2956","TX","48413",53.57,0,46.43,0,NA,NA,NA,NA,NA,3,28
"2957","TX","48415",66.56,0.93,31.89,0.31,11.16,33.33,15.53,0,12.69,41,323
"2958","TX","48417",81.36,0,13.56,1.69,NA,NA,NA,NA,NA,7,59
"2959","TX","48419",80.3,13.64,5.81,0.25,32.7,57.41,47.83,0,36.87,146,396
"2960","TX","48421",76.32,2.63,21.05,0,NA,NA,NA,NA,NA,4,38
"2961","TX","48423",78.06,8.58,10.86,1.73,9.56,27.32,17.49,14.16,12.21,797,6528
"2962","TX","48425",85.66,0.36,12.54,0.72,11.3,0,37.14,0,14.7,41,279
"2963","TX","48427",2.54,0,97.14,0.32,0,NA,23.2,0,22.54,71,315
"2964","TX","48429",83.45,2.16,14.39,0,17.24,100,35,NA,21.58,30,139
"2965","TX","48431",57.14,0,42.86,0,NA,NA,NA,NA,NA,13,35
"2966","TX","48433",100,0,0,0,NA,NA,NA,NA,NA,2,5
"2967","TX","48435",42.37,0,57.63,0,NA,NA,NA,NA,NA,11,59
"2968","TX","48437",75,1.56,23.44,0,NA,NA,NA,NA,NA,6,64
"2969","TX","48439",56.24,13.47,21.91,7.51,5.74,12.75,9.92,8.78,7.86,5207,66252
"2970","TX","48441",78.26,4.64,14.1,2.11,6.51,7.84,10.48,5.38,7.19,316,4398
"2971","TX","48443",33.33,0,66.67,0,NA,NA,NA,NA,NA,1,6
"2972","TX","48445",53.89,3.33,42.78,0,16.49,50,31.17,NA,23.89,43,180
"2973","TX","48447",80,4,12,4,NA,NA,NA,NA,NA,6,25
"2974","TX","48449",66.11,8.32,23.7,0.62,10.38,35,13.16,0,12.89,62,481
"2975","TX","48451",67.83,2.5,27.46,1.54,7.71,13.95,12.17,3.77,9.04,311,3441
"2976","TX","48453",62.23,5.15,20.84,11.17,5.55,16.04,14.56,9.07,8.39,3768,44907
"2977","TX","48455",81.82,6.9,9.72,0,30.27,50,38.71,NA,32.92,105,319
"2978","TX","48457",88.57,5.82,4.16,0.21,31.46,53.57,20,0,32.02,154,481
"2979","TX","48459",87.88,4.45,5.67,0.52,18.06,37.25,32.31,16.67,19.79,227,1147
"2980","TX","48461",49.02,0,49.02,0,34,NA,50,NA,41.18,42,102
"2981","TX","48463",41.96,0,56.13,0.82,6.49,NA,21.36,0,15.53,57,367
"2982","TX","48465",34.13,2.04,62.26,0.72,6.34,11.76,15.83,0,12.38,103,832
"2983","TX","48467",86.24,2.61,10.32,0.33,19.37,44.68,27.96,33.33,20.92,377,1802
"2984","TX","48469",60.39,3.21,34.51,1.31,12.27,23.94,19.5,6.9,15.04,333,2214
"2985","TX","48471",76.1,11.06,10.99,0.59,15.9,46.98,22.3,0,20.04,270,1347
"2986","TX","48473",53.95,12.73,28.44,4.14,9.12,20.25,19.37,9.43,13.52,346,2560
"2987","TX","48475",44.81,3.04,50.63,0.51,18.64,58.33,41.5,0,31.39,124,395
"2988","TX","48477",80.17,6.47,11.64,1.44,12.01,42.22,12.35,10,14.08,98,696
"2989","TX","48479",5.63,0.57,93.25,0.52,8.5,16,8.07,17.39,8.19,359,4386
"2990","TX","48481",61.55,6.66,30.84,0.14,11.92,48.98,25.55,0,18.75,138,736
"2991","TX","48483",83.54,1.27,13.92,0,NA,NA,NA,NA,NA,18,79
"2992","TX","48485",80.71,4.68,10.76,2.12,5.97,9.23,9.7,0,6.51,181,2779
"2993","TX","48487",68.25,4.76,20.63,3.97,17.44,0,11.54,0,15.08,19,126
"2994","TX","48489",23.31,0,76.69,0,22.58,NA,32.35,NA,30.08,40,133
